AndroBugs_Framework|AndroBugs_Framework|null|https://github.com/AndroBugs/AndroBugs_Framework.git|git|python,git

CMSeeK|CMSeeK|null|https://github.com/Tuhinshubhra/CMSeeK.git|git|python,git

Clickjacking-Tester|Clickjacking-Tester|null|https://github.com/D4Vinci/Clickjacking-Tester.git|git|python,git

GoblinWordGenerator|GoblinWordGenerator|null|https://github.com/UndeadSec/GoblinWordGenerator.git|git|python,git

lscript|lscript|null|https://github.com/arismelachroinos/lscript.git|git|git

wifiphisher|wifiphisher|wireless_testing|https://github.com/wifiphisher/wifiphisher.git|git|python,git

morpheus|morpheus|null|https://github.com/r00t-3xp10it/morpheus.git|git|python,git

Dracnmap|Dracnmap|null|https://github.com/Screetsec/Dracnmap.git|git|git

netdiscover|netdiscover|null|https://github.com/alexxy/netdiscover.git|git|git

hammer|hammer|ddos|https://github.com/cyweb/hammer.git|git|python,git

The-Eye|The-Eye|null|https://github.com/EgeBalci/The-Eye.git|git|golang,git

KatanaFramework|KatanaFramework|null|https://github.com/PowerScript/KatanaFramework.git|git|python,git

nWatch|nWatch|null|https://github.com/s0cket7/nWatch.git|git|python,git

eternal_scanner|eternal_scanner|null|https://github.com/peterpt/eternal_scanner.git|git|python,git

eaphammer|eaphammer|null|https://github.com/s0lst1c3/eaphammer.git|git|python,git

Gloom-Framework|Gloom-Framework|null|https://github.com/StreetSec/Gloom-Framework.git|git|python,git

secHub|secHub|null|https://github.com/cys3c/secHub.git|git|python,git

BeeLogger|BeeLogger|null|https://github.com/4w4k3/BeeLogger.git|git|python,git

pupy|pupy|null|https://github.com/n1nj4sec/pupy|git|python,git

zirikatu|zirikatu|null|https://github.com/pasahitz/zirikatu.git|git|git

Hash-Buster|Hash-Buster|password_attack|https://github.com/UltimateHackers/Hash-Buster.git|git|python,git

TheFatRat|TheFatRat|null|https://github.com/Screetsec/TheFatRat.git|git|git

Winpayloads|Winpayloads|null|https://github.com/nccgroup/Winpayloads.git|git|python,git

kwetza|kwetza|null|https://github.com/sensepost/kwetza.git|git|python,git

CHAOS|CHAOS|null|https://github.com/tiagorlampert/CHAOS.git|git|golang,git

koadic|koadic|null|https://github.com/zerosum0x0/koadic.git|git|python,git

Empire|Empire|null|https://github.com/EmpireProject/Empire.git|git|git

Meterpreter_Paranoid_Mode-SSL|Meterpreter_Paranoid_Mode-SSL|exploitation_tools|https://github.com/r00t-3xp10it/Meterpreter_Paranoid_Mode-SSL.git|git|git

Dr0p1t-Framework|Dr0p1t-Framework|null|https://github.com/D4Vinci/Dr0p1t-Framework.git|git|python,git

leviathan|leviathan|null|https://github.com/tearsecurity/leviathan.git|git|python,git

FakeImageExploiter|FakeImageExploiter|null|https://github.com/r00t-3xp10it/FakeImageExploiter.git|git|git

airgeddon|airgeddon|wireless_testing|https://github.com/v1s1t0r1sh3r3/airgeddon.git|git|git

avet|avet|null|https://github.com/govolution/avet.git|git|clang,gcc,git

LFISuite|LFISuite|null|https://github.com/D35m0nd142/LFISuite.git|git|python,git

demiguise|demiguise|null|https://github.com/nccgroup/demiguise.git|git|python,git

DKMC|DKMC|null|https://github.com/Mr-Un1k0d3r/DKMC.git|git|python,git

LALIN|LALIN|null|https://github.com/Screetsec/LALIN.git|git|git

bleachbit|bleachbit|null|https://github.com/bleachbit/bleachbit.git|git|python,git

Findsploit|Findsploit|null|https://github.com/1N3/Findsploit.git|git|git

SocialBox|SocialBox|sniffing_spoofing|https://github.com/TunisianEagles/SocialBox.git|git|git

LITESPAM|LITESPAM|null|https://github.com/4L13199/LITESPAM.git|git|php,git

Hunner|Hunner|null|https://github.com/b3-v3r/Hunner.git|git|python,git

Instahack|Instahack|null|https://github.com/avramit/Instahack.git|git|python,git

fbvid|fbvid|null|https://github.com/Tuhinshubhra/fbvid.git|git|php,git

get|get|null|https://github.com/peterpt/get.git|git|git

CredSniper|CredSniper|null|https://github.com/ustayready/CredSniper.git|git|python,git

SMBrute|SMBrute|null|https://github.com/m4ll0k/SMBrute.git|git|python,git

Mercury|Mercury|null|https://github.com/MetaChar/Mercury.git|git|python,git

Leaked|Leaked|null|https://github.com/GitHackTools/Leaked.git|git|python,git

Auxscan|Auxscan|null|https://github.com/Gameye98/Auxscan.git|git|python,git

Infoga|Infoga|information_gathering|https://github.com/m4ll0k/Infoga.git|git|python,git

noisy|noisy|null|https://github.com/1tayH/noisy.git|git|python,git

djangohunter|djangohunter|null|https://github.com/6IX7ine/djangohunter.git|git|python,git

Androspy|Androspy|null|https://github.com/TunisianEagles/Androspy.git|git|git

brutespray|brutespray|null|https://github.com/x90skysn3k/brutespray.git|git|python,git

EagleEye|EagleEye|null|https://github.com/ThoughtfulDev/EagleEye.git|git|python,git

BadMod|BadMod|null|https://github.com/MrSqar-Ye/BadMod.git|git|php,git

trojanizer|trojanizer|null|https://github.com/r00t-3xp10it/trojanizer.git|git|git

4nonimizer|4nonimizer|null|https://github.com/Hackplayers/4nonimizer.git|git|git

shodanwave|shodanwave|null|https://github.com/6IX7ine/shodanwave.git|git|python,git

fuckshitup|fuckshitup|null|https://github.com/Smaash/fuckshitup.git|git|php,git

Stitch|Stitch|null|https://github.com/nathanlopez/Stitch.git|git|python,git

roxysploit|roxysploit|exploitation_tools|https://github.com/andyvaikunth/roxysploit.git|git|python,git

PiDense|PiDense|null|https://github.com/WiPi-Hunter/PiDense.git|git|python,git

TorStat|TorStat|null|https://github.com/s0cket7/TorStat.git|git|python,git

wifigod|wifigod|wireless_testing|https://github.com/blackholesec/wifigod.git|git|python,git

EggShell|EggShell|null|https://github.com/neoneggplant/EggShell.git|git|python,git

wifite2|wifite2|wireless_testing|https://github.com/derv82/wifite2.git|git|python,git

smap|smap|web_hacking|https://github.com/s0cket7/smap|git|python,git

CrawlBox|CrawlBox|null|https://github.com/abaykan/CrawlBox.git|git|python,git

qark|qark|null|https://github.com/linkedin/qark.git|git|python,git

gcat|gcat|null|https://github.com/byt3bl33d3r/gcat.git|git|python,git

catphish|catphish|null|https://github.com/ring0lab/catphish.git|git|ruby,git

BAF|BAF|null|https://github.com/engMaher/BAF.git|git|python,git

PwnSTAR|PwnSTAR|null|https://github.com/SilverFoxx/PwnSTAR.git|git|python,git

shimit|shimit|null|https://github.com/cyberark/shimit.git|git|python,git

HT-WPS-Breaker|HT-WPS-Breaker|null|https://github.com/SilentGhostX/HT-WPS-Breaker.git|git|git

Gemail-Hack|Gemail-Hack|null|https://github.com/Ha3MrX/Gemail-Hack.git|git|python,git

IPGeoLocation|IPGeoLocation|ip_tracking|https://github.com/maldevel/IPGeoLocation.git|git|python,git

WebXploiter|WebXploiter|web_hacking,exploitation_tools|https://github.com/a0xnirudh/WebXploiter.git|git|python,git

WhatWeb|WhatWeb|web_hacking|https://github.com/urbanadventurer/WhatWeb.git|git|python,git

EasY_HaCk|EasY_HaCk|null|https://github.com/sabri-zaki/EasY_HaCk.git|git|python,git

Remot3d|Remot3d|null|https://github.com/KeepWannabe/Remot3d.git|git|git

killshot|killshot|null|https://github.com/bahaabdelwahed/killshot.git|git|ruby,git

Hatch|Hatch|null|https://github.com/MetaChar/Hatch.git|git|python,git

air-hammer|air-hammer|null|https://github.com/Wh1t3Rh1n0/air-hammer.git|git|python,git

ReverseAPK|ReverseAPK|null|https://github.com/1N3/ReverseAPK.git|git|git

nodexp|nodexp|null|https://github.com/esmog/nodexp.git|git|python,git

kickthemout|kickthemout|wireless_testing|https://github.com/k4m4/kickthemout.git|git|python,git

subscraper|subscraper|null|https://github.com/m8r0wn/subscraper.git|git|python,git

wreckuests|wreckuests|null|https://github.com/JamesJGoodwin/wreckuests.git|git|python,git

ADB-Toolkit|ADB-Toolkit|null|https://github.com/ASHWIN990/ADB-Toolkit.git|git|git

HiddenEye|HiddenEye|null|https://github.com/DarkSecDevelopers/HiddenEye.git|git|python,git

Trity|Trity|null|https://github.com/toxic-ig/Trity.git|git|python,git

Lazymux|Lazymux|null|https://github.com/Gameye98/Lazymux.git|git|python,git

aircrack-ng|aircrack-ng|wireless_testing|null|package_manager|null

netattack|netattack|wireless_testing|https://github.com/chrizator/netattack.git|git|python,git

pydictor|pydictor|null|https://github.com/LandGrey/pydictor.git|git|python,git

onioff|onioff|null|https://github.com/k4m4/onioff.git|git|python,git

A-Rat|A-Rat|exploitation_tools|https://github.com/Xi4u7/A-Rat.git|git|python,git

peepdf|peepdf|null|https://github.com/jesparza/peepdf.git|git|python,git

Pybelt|Pybelt|null|https://github.com/Ekultek/Pybelt.git|git|python,git

angryFuzzer|angryFuzzer|null|https://github.com/ihebski/angryFuzzer.git|git|python,git

PyBozoCrack|PyBozoCrack|null|https://github.com/ikkebr/PyBozoCrack.git|git|python,git

recon-ng|recon-ng|information_gathering|https://github.com/lanmaster53/recon-ng.git|git|python,git

ReconDog|ReconDog|information_gathering|https://github.com/UltimateHackers/ReconDog.git|git|python,git

routersploit|routersploit|vulnerability_scanner,exploitation_tools|https://github.com/reverse-shell/routersploit.git|git|python,git

SCANNER-INURLBR|SCANNER-INURLBR|web_hacking|https://github.com/googleinurl/SCANNER-INURLBR.git|git|php,git

social-engineer-toolkit|social-engineer-toolkit|information_gathering,exploitation_tools,password_attack,sniffing_spoofing|https://github.com/trustedsec/social-engineer-toolkit.git|git|python,git

SET|social-engineer-toolkit|information_gathering,exploitation_tools,password_attack,sniffing_spoofing|https://github.com/trustedsec/social-engineer-toolkit.git|git|python,git

Breacher|Breacher|web_hacking|https://github.com/UltimateHackers/Breacher.git|git|python,git

torshammer|torshammer|stress_testing|https://github.com/dotfighter/torshammer.git|git|python,git

termux-lazysqlmap|termux-lazysqlmap|null|https://github.com/verluchie/termux-lazysqlmap.git|git|git

fbht|fbht|null|https://github.com/chinoogawa/fbht.git|git|python,git

webpwn3r|webpwn3r|null|https://github.com/zigoo0/webpwn3r.git|git|python,git

weeman|weeman|null|https://github.com/evait-security/weeman.git|git|python,git

Brutal|Brutal|exploitation_tools|https://github.com/Screetsec/Brutal.git|git|git

wfdroid-termux|wfdroid-termux|null|https://github.com/bytezcrew/wfdroid-termux.git|git|git

wifi-hacker|wifi-hacker|wireless_testing|https://github.com/esc0rtd3w/wifi-hacker.git|git|git

slowloris|slowloris|ddos,stress_testing|https://github.com/gkbrk/slowloris.git|git|python,git

XPL-SEARCH|XPL-SEARCH|web_hacking|https://github.com/r00tmars/XPL-SEARCH.git|git|php,git

FBUPv2.0|FBUPv2.0|null|https://github.com/mrSilent0598/FBUPv2.0.git|git|python,git

D-TECT|D-TECT|information_gathering,vulnerability_scanner|https://github.com/shawarkhanethicalhacker/D-TECT.git|git|python,git

wifite|wifite|wireless_testing|https://github.com/derv82/wifite.git|git|python,git

IP-Locator|IP-Locator|null|https://github.com/zanyarjamal/IP-Locator.git|git|perl,git

fsociety|fsociety|null|https://github.com/Manisso/fsociety.git|git|python,git

WPSeku|WPSeku|null|https://github.com/m4ll0k/WPSeku.git|git|python,git

Blazy|Blazy|null|https://github.com/UltimateHackers/Blazy.git|git|python,git

Crips|Crips|information_gathering|https://github.com/Manisso/Crips.git|git|python,git

CyberScan|CyberScan|null|https://github.com/medbenali/CyberScan.git|git|python,git

Devploit|Devploit|information_gathering|https://github.com/joker25000/Devploit.git|git|python,git

commix|commix|exploitation_tools,web_hacking|https://github.com/commixproject/commix.git|git|python,git

DSVW|DSVW|null|https://github.com/stamparm/DSVW.git|git|python,git

DSXS|DSXS|null|https://github.com/stamparm/DSXS.git|git|python,git

GoldenEye|GoldenEye|stress_testing|https://github.com/jseidl/GoldenEye.git|git|python,git

HTools|HTools|null|https://github.com/mehedishakeel/HTools.git|git|git

hulk|hulk|ddos|https://github.com/grafov/hulk.git|git|python,git

netattack2|netattack2|wireless_testing|https://github.com/chrizator/netattack2.git|git|python,git

nikto|nikto|information_gathering|https://github.com/sullo/nikto.git|git|perl,git

pybluez|pybluez|null|https://github.com/karulis/pybluez.git|git|python,git

shellstack|shellstack|null|https://github.com/Tuhinshubhra/shellstack.git|git|php,git

cpscan|cpscan|null|https://github.com/susmithHCK/cpscan.git|git|python,git

Sn1per|Sn1per|null|https://github.com/1N3/Sn1per.git|git|python,git

SocialFish|SocialFish|password_attack,sniffing_spoofing|https://github.com/UndeadSec/SocialFish.git|git|python,git

Spammer-Grab|Spammer-Grab|sniffing_spoofing|https://github.com/p4kl0nc4t/Spammer-Grab.git|git|python,git

txtool|txtool|exploitation_tools|https://github.com/kuburan/txtool.git|git|python,git

wifresti|wifresti|wireless_testing|https://github.com/LionSec/wifresti.git|git|python,git

XAttacker|XAttacker|vulnerability_scanner,web_hacking,exploitation_tools|https://github.com/Moham3dRiahi/XAttacker.git|git|perl,php,git

QRLJacking|QRLJacking|null|https://github.com/OWASP/QRLJacking.git|git|python,git

santet-online|santet-online|stress_testing,sniffing_spoofing|https://github.com/Gameye98/santet-online.git|git|python,git

Th3inspector|Th3inspector|null|https://github.com/Moham3dRiahi/Th3inspector.git|git|perl,git

Tool-X|Tool-X|null|https://github.com/Rajkumrdusad/Tool-X.git|git|python,git

RED_HAWK|RED_HAWK|information_gathering,vulnerability_scanner|https://github.com/Tuhinshubhra/RED_HAWK.git|git|php,git

arp-scan|arp-scan|information_gathering|https://github.com/royhills/arp-scan.git|git|clang,gcc,git

apt2|apt2|information_gathering|https://github.com/MooseDojo/apt2.git|git|python,git

Automater|TekDefense-Automater|information_gathering|https://github.com/1aN0rmus/TekDefense-Automater.git|git|python,git

bing-ip2hosts|bing-ip2hosts|information_gathering|https://github.com/urbanadventurer/bing-ip2hosts.git|git|git

braa|braa|information_gathering|https://github.com/mteg/braa.git|git|clang,gcc,git

cdpsnarf|cdpsnarf|information_gathering|https://github.com/Zapotek/cdpsnarf.git|git|clang,gcc,git

dmitry|dmitry|information_gathering|https://github.com/jaygreig86/dmitry.git|git|clang,gcc,git

dnsenum|dnsenum|information_gathering|https://github.com/fwaeytens/dnsenum.git|git|perl,git

dnsmap|dnsmap|information_gathering|https://github.com/makefu/dnsmap.git|git|clang,gcc,git

dnsrecon|dnsrecon|information_gathering|https://github.com/darkoperator/dnsrecon.git|git|python,ruby,git

dotdotpwn|dotdotpwn|information_gathering,vulnerability_scanner|https://github.com/wireghoul/dotdotpwn.git|git|perl,git

enum4linux|enum4linux|information_gathering|https://github.com/portcullislabs/enum4linux.git|git|perl,git

EyeWitness|EyeWitness|information_gathering|https://github.com/FortyNorthSecurity/EyeWitness.git|git|python,git

faraday|faraday|information_gathering|https://github.com/infobyte/faraday.git|git|python,git

fierce|fierce|information_gathering|https://github.com/mschwager/fierce.git|git|python,git

firewalk|firewalk|information_gathering|https://gitlab.com/kalilinux/packages/firewalk.git|git|clang,gcc,git

fragroute|fragroute|information_gathering|https://gitlab.com/kalilinux/packages/fragroute.git|git|clang,gcc,git

fragrouter|fragrouter|information_gathering|https://gitlab.com/kalilinux/packages/fragrouter.git|git|clang,gcc,git

ghost-phisher|ghost-phisher|information_gathering|https://github.com/savio-code/ghost-phisher.git|git|python,git

golismero|golismero|information_gathering|https://github.com/golismero/golismero.git|git|python,git

goofile|goofile|information_gathering|https://gitlab.com/kalilinux/packages/goofile.git|git|python,git

InSpy|InSpy|information_gathering|https://github.com/leapsecurity/InSpy.git|git|python,git

intrace|intrace|information_gathering|https://github.com/robertswiecki/intrace.git|git|clang,gcc,git

iSMTP|ipwn|information_gathering|https://github.com/altjx/ipwn.git|git|python,git

masscan|masscan|information_gathering|https://github.com/robertdavidgraham/masscan.git|git|clang,gcc,git

osrframework|osrframework|information_gathering|https://github.com/i3visio/osrframework.git|git|python,git

Parsero|Parsero|information_gathering|https://github.com/behindthefirewalls/Parsero.git|git|python,git

smbmap|smbmap|information_gathering|https://github.com/ShawnDEvans/smbmap.git|git|python,git

sslcaudit|sslcaudit|information_gathering|https://github.com/abbbe/sslcaudit.git|git|clang,gcc,git

sslsplit|sslsplit|information_gathering|https://github.com/droe/sslsplit.git|git|clang,gcc,git

sslyze|sslyze|information_gathering|https://github.com/iSECPartners/sslyze.git|git|python,git

Sublist3r|Sublist3r|information_gathering|https://github.com/aboul3la/Sublist3r.git|git|python,git

thc-ipv6|thc-ipv6|information_gathering,vulnerability_scanner,exploitation_tools|https://github.com/vanhauser-thc/thc-ipv6.git|git|clang,gcc,git

bbqsql|bbqsql|vulnerability_scanner|https://github.com/Neohapsis/bbqsql.git|git|python,git

bed|bed|vulnerability_scanner|https://gitlab.com/kalilinux/packages/bed.git|git|perl,git

doona|doona|vulnerability_scanner|https://github.com/wireghoul/doona.git|git|perl,git

jsql-injection|jsql-injection|vulnerability_scanner|https://github.com/ron190/jsql-injection.git|git|php,git

lynis|lynis|vulnerability_scanner|https://github.com/CISOfy/lynis.git|git|git

openvas|openvas|vulnerability_scanner|https://github.com/greenbone/openvas.git|git|clang,gcc,git

powerfuzzer|powerfuzzer|vulnerability_scanner|https://gitlab.com/marcinguy/powerfuzzer.git|git|python,git

Simple-Fuzzer|Simple-Fuzzer|vulnerability_scanner|https://github.com/orgcandman/Simple-Fuzzer.git|git|clang,gcc,git

yersinia|yersinia|vulnerability_scanner,exploitation_tools|https://github.com/tomac/yersinia.git|git|clang,gcc,git

the-backdoor-factory|the-backdoor-factory|exploitation_tools|https://github.com/secretsquirrel/the-backdoor-factory.git|git|python,git

beef|beef|exploitation_tools|https://github.com/beefproject/beef.git|git|ruby,git

crackle|crackle|exploitation_tools,wireless_testing|https://github.com/mikeryan/crackle.git|git|clang,gcc,perl,git

exploitdb|exploitdb|exploitation_tools|https://github.com/offensive-security/exploitdb.git|git|clang,gcc,python,git

metasploit-framework|msfinstall|exploitation_tools|https://raw.githubusercontent.com/rapid7/metasploit-omnibus/master/config/templates/metasploit-framework-wrappers/msfupdate.erb|curl|curl

msfpc|msfpc|exploitation_tools|https://github.com/g0tmi1k/msfpc.git|git|git

cowpatty|cowpatty|wireless_testing|https://github.com/joswr1ght/cowpatty.git|git|clang,gcc,git

fern-wifi-cracker|fern-wifi-cracker|wireless_testing|https://github.com/savio-code/fern-wifi-cracker.git|git|python,git

giskismet|giskismet|wireless_testing|https://github.com/xtr4nge/giskismet.git|git|perl,git

kalibrate-rtl|kalibrate-rtl|wireless_testing|https://github.com/steve-m/kalibrate-rtl.git|git|clang,gcc,g++,git

killerbee|killerbee|wireless_testing|https://github.com/riverloopsec/killerbee.git|git|python,clang,gcc,g++,git

mfcuk|mfcuk|wireless_testing|https://github.com/nfc-tools/mfcuk.git|git|clang,gcc,git

mfoc|mfoc|wireless_testing|https://github.com/nfc-tools/mfoc.git|git|clang,gcc,git

mfterm|mfterm|wireless_testing|https://github.com/4ZM/mfterm.git|git|clang,gcc,git

multimon-ng|multimon-ng|wireless_testing|https://github.com/EliasOenal/multimon-ng.git|git|python,clang,gcc,git

Pyrit|Pyrit|wireless_testing|https://github.com/JPaulMora/Pyrit.git|git|python,clang,gcc,git

reaver|reaver-wps-fork-t6x|wireless_testing|https://github.com/t6x/reaver-wps-fork-t6x.git|git|clang,gcc,git

RTLSDR-Scanner|RTLSDR-Scanner|wireless_testing|https://github.com/EarToEarOak/RTLSDR-Scanner.git|git|python,git

wifitap|wifitap|wireless_testing|https://github.com/GDSSecurity/wifitap.git|git|python,git

pixiewps|pixiewps|wireless_testing|https://github.com/wiire-a/pixiewps.git|git|clang,gcc,git

termux-ubuntu|termux-ubuntu|termux_os|https://github.com/Neo-Oli/termux-ubuntu.git|git|git

arch-linux|setupTermuxArch.sh|termux_os|https://raw.githubusercontent.com/sdrausty/TermuxArch/master/setupTermuxArch.sh|curl|curl

termux-fedora|termux-fedora|termux_os|https://github.com/nmilosev/termux-fedora.git|git|git

